"","case","alt","choice","dist","cost","ivt","ovt","freq","income","urban","noalt"
"6868",1999,"bus",0,417,32.27,290,77,10,35,2,4
"6869",1999,"car",0,417,79.23,278,0,0,35,2,4
"6870",2000,"train",0,417,62.55,263,74,3,70,2,4
"6871",2000,"air",1,417,163.1,58,98,36,70,2,4
"6872",2000,"bus",0,417,32.27,290,77,10,70,2,4
"6873",2000,"car",0,417,79.23,278,0,0,70,2,4
"6874",2001,"train",0,417,62.55,263,74,3,70,2,4
"6875",2001,"air",1,417,163.1,58,98,36,70,2,4
"6876",2001,"bus",0,417,32.27,290,77,10,70,2,4
"6877",2001,"car",0,417,79.23,278,0,0,70,2,4
"6878",2002,"train",0,417,62.55,263,74,3,70,2,4
"6879",2002,"air",1,417,163.1,58,98,36,70,2,4
"6880",2002,"bus",0,417,32.27,290,77,10,70,2,4
"6881",2002,"car",0,417,79.23,278,0,0,70,2,4
"6882",2003,"train",0,417,62.55,263,74,3,70,2,4
"6883",2003,"air",1,417,163.1,58,98,36,70,2,4
"6884",2003,"bus",0,417,32.27,290,77,10,70,2,4
"6885",2003,"car",0,417,79.23,278,0,0,70,2,4
"6886",2004,"train",0,417,62.55,263,74,3,70,2,4
"6887",2004,"air",1,417,163.1,58,98,36,70,2,4
"6888",2004,"bus",0,417,32.27,290,77,10,70,2,4
"6889",2004,"car",0,417,79.23,278,0,0,70,2,4
"6890",2005,"train",0,417,62.55,263,74,3,70,2,4
"6891",2005,"air",1,417,163.1,58,98,36,70,2,4
"6892",2005,"bus",0,417,32.27,290,77,10,70,2,4
"6893",2005,"car",0,417,79.23,278,0,0,70,2,4
"6894",2006,"train",0,417,62.55,263,74,3,45,2,4
"6895",2006,"air",1,417,163.1,58,98,36,45,2,4
"6896",2006,"bus",0,417,32.27,290,77,10,45,2,4
"6897",2006,"car",0,417,79.23,278,0,0,45,2,4
"6898",2007,"train",0,417,62.55,263,74,3,70,2,4
"6899",2007,"air",1,417,163.1,58,98,36,70,2,4
"6900",2007,"bus",0,417,32.27,290,77,10,70,2,4
"6901",2007,"car",0,417,79.23,278,0,0,70,2,4
"6902",2008,"train",0,417,62.55,263,74,3,30,2,4
"6903",2008,"air",1,417,163.1,58,98,36,30,2,4
"6904",2008,"bus",0,417,32.27,290,77,10,30,2,4
"6905",2008,"car",0,417,79.23,278,0,0,30,2,4
"6906",2009,"train",0,417,62.55,263,74,3,35,2,4
"6907",2009,"air",1,417,163.1,58,98,36,35,2,4
"6908",2009,"bus",0,417,32.27,290,77,10,35,2,4
"6909",2009,"car",0,417,79.23,278,0,0,35,2,4
"6910",2010,"train",0,417,62.55,263,74,3,70,2,4
"6911",2010,"air",1,417,163.1,58,98,36,70,2,4
"6912",2010,"bus",0,417,32.27,290,77,10,70,2,4
"6913",2010,"car",0,417,79.23,278,0,0,70,2,4
"6914",2011,"train",0,417,62.55,263,74,3,70,2,4
"6915",2011,"air",1,417,163.1,58,98,36,70,2,4
"6916",2011,"bus",0,417,32.27,290,77,10,70,2,4
"6917",2011,"car",0,417,79.23,278,0,0,70,2,4
"6918",2012,"train",0,417,62.55,263,74,3,70,2,4
"6919",2012,"air",1,417,163.1,58,98,36,70,2,4
"6920",2012,"bus",0,417,32.27,290,77,10,70,2,4
"6921",2012,"car",0,417,79.23,278,0,0,70,2,4
"6922",2013,"train",0,417,62.55,263,74,3,35,2,4
"6923",2013,"air",1,417,163.1,58,98,36,35,2,4
"6924",2013,"bus",0,417,32.27,290,77,10,35,2,4
"6925",2013,"car",0,417,79.23,278,0,0,35,2,4
"6926",2014,"train",0,417,62.55,263,74,3,30,2,4
"6927",2014,"air",1,417,163.1,58,98,36,30,2,4
"6928",2014,"bus",0,417,32.27,290,77,10,30,2,4
"6929",2014,"car",0,417,79.23,278,0,0,30,2,4
"6930",2015,"train",0,417,62.55,263,74,3,70,2,4
"6931",2015,"air",1,417,163.1,58,98,36,70,2,4
"6932",2015,"bus",0,417,32.27,290,77,10,70,2,4
"6933",2015,"car",0,417,79.23,278,0,0,70,2,4
"6934",2016,"train",0,417,62.55,263,74,3,70,2,4
"6935",2016,"air",1,417,163.1,58,98,36,70,2,4
"6936",2016,"bus",0,417,32.27,290,77,10,70,2,4
"6937",2016,"car",0,417,79.23,278,0,0,70,2,4
"6938",2017,"train",0,417,62.55,263,74,3,55,2,4
"6939",2017,"air",1,417,163.1,58,98,36,55,2,4
"6940",2017,"bus",0,417,32.27,290,77,10,55,2,4
"6941",2017,"car",0,417,79.23,278,0,0,55,2,4
"6942",2018,"train",0,417,62.55,263,74,3,70,2,4
"6943",2018,"air",1,417,163.1,58,98,36,70,2,4
"6944",2018,"bus",0,417,32.27,290,77,10,70,2,4
"6945",2018,"car",0,417,79.23,278,0,0,70,2,4
"6946",2019,"train",0,417,62.55,263,74,3,55,2,4
"6947",2019,"air",1,417,163.1,58,98,36,55,2,4
"6948",2019,"bus",0,417,32.27,290,77,10,55,2,4
"6949",2019,"car",0,417,79.23,278,0,0,55,2,4
"6950",2020,"train",0,417,62.55,263,74,3,70,2,4
"6951",2020,"air",1,417,163.1,58,98,36,70,2,4
"6952",2020,"bus",0,417,32.27,290,77,10,70,2,4
"6953",2020,"car",0,417,79.23,278,0,0,70,2,4
"6954",2021,"train",0,417,62.55,263,74,3,70,2,4
"6955",2021,"air",1,417,163.1,58,98,36,70,2,4
"6956",2021,"bus",0,417,32.27,290,77,10,70,2,4
"6957",2021,"car",0,417,79.23,278,0,0,70,2,4
"6958",2022,"train",0,417,62.55,263,74,3,70,2,4
"6959",2022,"air",1,417,163.1,58,98,36,70,2,4
"6960",2022,"bus",0,417,32.27,290,77,10,70,2,4
"6961",2022,"car",0,417,79.23,278,0,0,70,2,4
"6962",2023,"train",0,417,62.55,263,74,3,55,2,4
"6963",2023,"air",1,417,163.1,58,98,36,55,2,4
"6964",2023,"bus",0,417,32.27,290,77,10,55,2,4
"6965",2023,"car",0,417,79.23,278,0,0,55,2,4
"6966",2024,"train",0,417,62.55,263,74,3,70,2,4
"6967",2024,"air",1,417,163.1,58,98,36,70,2,4
"6968",2024,"bus",0,417,32.27,290,77,10,70,2,4
"6969",2024,"car",0,417,79.23,278,0,0,70,2,4
"6970",2025,"train",0,417,62.55,263,74,3,55,2,4
"6971",2025,"air",1,417,163.1,58,98,36,55,2,4
"6972",2025,"bus",0,417,32.27,290,77,10,55,2,4
"6973",2025,"car",0,417,79.23,278,0,0,55,2,4
"6974",2026,"train",0,417,62.55,263,74,3,30,2,4
"6975",2026,"air",1,417,163.1,58,98,36,30,2,4
"6976",2026,"bus",0,417,32.27,290,77,10,30,2,4
"6977",2026,"car",0,417,79.23,278,0,0,30,2,4
"6978",2027,"train",0,417,62.55,263,74,3,70,2,4
"6979",2027,"air",1,417,163.1,58,98,36,70,2,4
"6980",2027,"bus",0,417,32.27,290,77,10,70,2,4
"6981",2027,"car",0,417,79.23,278,0,0,70,2,4
"6982",2028,"train",0,417,62.55,263,74,3,70,2,4
"6983",2028,"air",1,417,163.1,58,98,36,70,2,4
"6984",2028,"bus",0,417,32.27,290,77,10,70,2,4
"6985",2028,"car",0,417,79.23,278,0,0,70,2,4
"6986",2029,"train",0,417,62.55,263,74,3,45,2,4
"6987",2029,"air",1,417,163.1,58,98,36,45,2,4
"6988",2029,"bus",0,417,32.27,290,77,10,45,2,4
"6989",2029,"car",0,417,79.23,278,0,0,45,2,4
"6990",2030,"train",0,417,62.55,263,74,3,70,2,4
"6991",2030,"air",1,417,163.1,58,98,36,70,2,4
"6992",2030,"bus",0,417,32.27,290,77,10,70,2,4
"6993",2030,"car",0,417,79.23,278,0,0,70,2,4
"6994",2031,"train",0,417,62.55,263,74,3,70,2,4
"6995",2031,"air",1,417,163.1,58,98,36,70,2,4
"6996",2031,"bus",0,417,32.27,290,77,10,70,2,4
"6997",2031,"car",0,417,79.23,278,0,0,70,2,4
"6998",2032,"train",0,417,62.55,263,74,3,55,2,4
"6999",2032,"air",1,417,163.1,58,98,36,55,2,4
"7000",2032,"bus",0,417,32.27,290,77,10,55,2,4
"7001",2032,"car",0,417,79.23,278,0,0,55,2,4
"7002",2033,"train",0,417,62.55,263,74,3,70,2,4
"7003",2033,"air",1,417,163.1,58,98,36,70,2,4
"7004",2033,"bus",0,417,32.27,290,77,10,70,2,4
"7005",2033,"car",0,417,79.23,278,0,0,70,2,4
"7006",2034,"train",0,417,62.55,263,74,3,35,2,4
"7007",2034,"air",1,417,163.1,58,98,36,35,2,4
"7008",2034,"bus",0,417,32.27,290,77,10,35,2,4
"7009",2034,"car",0,417,79.23,278,0,0,35,2,4
"7010",2035,"train",0,417,62.55,263,74,3,35,2,4
"7011",2035,"air",1,417,163.1,58,98,36,35,2,4
"7012",2035,"bus",0,417,32.27,290,77,10,35,2,4
"7013",2035,"car",0,417,79.23,278,0,0,35,2,4
"7014",2036,"train",0,417,62.55,263,74,3,70,2,4
"7015",2036,"air",1,417,163.1,58,98,36,70,2,4
"7016",2036,"bus",0,417,32.27,290,77,10,70,2,4
"7017",2036,"car",0,417,79.23,278,0,0,70,2,4
"7018",2037,"train",0,417,62.55,263,74,3,70,2,4
"7019",2037,"air",1,417,163.1,58,98,36,70,2,4
"7020",2037,"bus",0,417,32.27,290,77,10,70,2,4
"7021",2037,"car",0,417,79.23,278,0,0,70,2,4
"7022",2038,"train",0,417,62.55,263,74,3,35,2,4
"7023",2038,"air",1,417,163.1,58,98,36,35,2,4
"7024",2038,"bus",0,417,32.27,290,77,10,35,2,4
"7025",2038,"car",0,417,79.23,278,0,0,35,2,4
"7026",2039,"train",0,417,62.55,263,74,3,35,2,4
"7027",2039,"air",1,417,163.1,58,98,36,35,2,4
"7028",2039,"bus",0,417,32.27,290,77,10,35,2,4
"7029",2039,"car",0,417,79.23,278,0,0,35,2,4
"7030",2040,"train",0,417,62.55,263,74,3,70,2,4
"7031",2040,"air",1,417,163.1,58,98,36,70,2,4
"7032",2040,"bus",0,417,32.27,290,77,10,70,2,4
"7033",2040,"car",0,417,79.23,278,0,0,70,2,4
"7034",2041,"train",0,417,62.55,263,74,3,70,2,4
"7035",2041,"air",1,417,163.1,58,98,36,70,2,4
"7036",2041,"bus",0,417,32.27,290,77,10,70,2,4
"7037",2041,"car",0,417,79.23,278,0,0,70,2,4
"7038",2042,"train",0,417,62.55,263,74,3,55,2,4
"7039",2042,"air",1,417,163.1,58,98,36,55,2,4
"7040",2042,"bus",0,417,32.27,290,77,10,55,2,4
"7041",2042,"car",0,417,79.23,278,0,0,55,2,4
"7042",2043,"train",0,417,62.55,263,74,3,70,2,4
"7043",2043,"air",1,417,163.1,58,98,36,70,2,4
"7044",2043,"bus",0,417,32.27,290,77,10,70,2,4
"7045",2043,"car",0,417,79.23,278,0,0,70,2,4
"7046",2044,"train",0,417,62.55,263,74,3,30,2,4
"7047",2044,"air",1,417,163.1,58,98,36,30,2,4
"7048",2044,"bus",0,417,32.27,290,77,10,30,2,4
"7049",2044,"car",0,417,79.23,278,0,0,30,2,4
"7050",2045,"train",0,417,62.55,263,74,3,70,2,4
"7051",2045,"air",1,417,163.1,58,98,36,70,2,4
"7052",2045,"bus",0,417,32.27,290,77,10,70,2,4
"7053",2045,"car",0,417,79.23,278,0,0,70,2,4
"7054",2046,"train",0,417,62.55,263,74,3,70,2,4
"7055",2046,"air",1,417,163.1,58,98,36,70,2,4
"7056",2046,"bus",0,417,32.27,290,77,10,70,2,4
"7057",2046,"car",0,417,79.23,278,0,0,70,2,4
"7058",2047,"train",0,417,62.55,263,74,3,55,2,4
"7059",2047,"air",1,417,163.1,58,98,36,55,2,4
"7060",2047,"bus",0,417,32.27,290,77,10,55,2,4
"7061",2047,"car",0,417,79.23,278,0,0,55,2,4
"7062",2048,"train",0,417,62.55,263,74,3,55,2,4
"7063",2048,"air",1,417,163.1,58,98,36,55,2,4
"7064",2048,"bus",0,417,32.27,290,77,10,55,2,4
"7065",2048,"car",0,417,79.23,278,0,0,55,2,4
"7066",2049,"train",0,417,62.55,263,74,3,70,2,4
"7067",2049,"air",1,417,163.1,58,98,36,70,2,4
"7068",2049,"bus",0,417,32.27,290,77,10,70,2,4
"7069",2049,"car",0,417,79.23,278,0,0,70,2,4
"7070",2050,"train",0,417,62.55,263,74,3,35,2,4
"7071",2050,"air",1,417,163.1,58,98,36,35,2,4
"7072",2050,"bus",0,417,32.27,290,77,10,35,2,4
"7073",2050,"car",0,417,79.23,278,0,0,35,2,4
"7074",2051,"train",0,417,62.55,263,74,3,70,2,4
"7075",2051,"air",1,417,163.1,58,98,36,70,2,4
"7076",2051,"bus",0,417,32.27,290,77,10,70,2,4
"7077",2051,"car",0,417,79.23,278,0,0,70,2,4
"7078",2052,"train",0,417,62.55,263,74,3,30,2,4
"7079",2052,"air",1,417,163.1,58,98,36,30,2,4
"7080",2052,"bus",0,417,32.27,290,77,10,30,2,4
"7081",2052,"car",0,417,79.23,278,0,0,30,2,4
"7082",2053,"train",0,417,62.55,263,74,3,45,2,4
"7083",2053,"air",1,417,163.1,58,98,36,45,2,4
"7084",2053,"bus",0,417,32.27,290,77,10,45,2,4
"7085",2053,"car",0,417,79.23,278,0,0,45,2,4
"7086",2054,"train",0,417,62.55,263,74,3,70,2,4
"7087",2054,"air",1,417,163.1,58,98,36,70,2,4
"7088",2054,"bus",0,417,32.27,290,77,10,70,2,4
"7089",2054,"car",0,417,79.23,278,0,0,70,2,4
"7090",2055,"train",0,417,62.55,263,74,3,70,2,4
"7091",2055,"air",1,417,163.1,58,98,36,70,2,4
"7092",2055,"bus",0,417,32.27,290,77,10,70,2,4
"7093",2055,"car",0,417,79.23,278,0,0,70,2,4
"7094",2056,"train",0,417,62.55,263,74,3,70,2,4
"7095",2056,"air",1,417,163.1,58,98,36,70,2,4
"7096",2056,"bus",0,417,32.27,290,77,10,70,2,4
"7097",2056,"car",0,417,79.23,278,0,0,70,2,4
"7098",2057,"train",0,417,62.55,263,74,3,70,2,4
"7099",2057,"air",1,417,163.1,58,98,36,70,2,4
"7100",2057,"bus",0,417,32.27,290,77,10,70,2,4
"7101",2057,"car",0,417,79.23,278,0,0,70,2,4
"7102",2058,"train",0,417,62.55,263,74,3,70,2,4
"7103",2058,"air",1,417,163.1,58,98,36,70,2,4
"7104",2058,"bus",0,417,32.27,290,77,10,70,2,4
"7105",2058,"car",0,417,79.23,278,0,0,70,2,4
"7106",2059,"train",0,417,62.55,263,74,3,70,2,4
"7107",2059,"air",1,417,163.1,58,98,36,70,2,4
"7108",2059,"bus",0,417,32.27,290,77,10,70,2,4
"7109",2059,"car",0,417,79.23,278,0,0,70,2,4
"7110",2060,"train",0,417,62.55,263,74,3,70,2,4
"7111",2060,"air",1,417,163.1,58,98,36,70,2,4
"7112",2060,"bus",0,417,32.27,290,77,10,70,2,4
"7113",2060,"car",0,417,79.23,278,0,0,70,2,4
"7114",2061,"train",0,417,62.55,263,74,3,55,2,4
"7115",2061,"air",1,417,163.1,58,98,36,55,2,4
"7116",2061,"bus",0,417,32.27,290,77,10,55,2,4
"7117",2061,"car",0,417,79.23,278,0,0,55,2,4
"7118",2062,"train",0,417,62.55,263,74,3,70,2,4
"7119",2062,"air",1,417,163.1,58,98,36,70,2,4
"7120",2062,"bus",0,417,32.27,290,77,10,70,2,4
"7121",2062,"car",0,417,79.23,278,0,0,70,2,4
"7122",2063,"train",0,417,62.55,263,74,3,70,2,4
"7123",2063,"air",1,417,163.1,58,98,36,70,2,4
"7124",2063,"bus",0,417,32.27,290,77,10,70,2,4
"7125",2063,"car",0,417,79.23,278,0,0,70,2,4
"7126",2064,"train",0,417,62.55,263,74,3,55,2,4
"7127",2064,"air",1,417,163.1,58,98,36,55,2,4
"7128",2064,"bus",0,417,32.27,290,77,10,55,2,4
"7129",2064,"car",0,417,79.23,278,0,0,55,2,4
"7130",2065,"train",0,417,62.55,263,74,3,70,2,4
"7131",2065,"air",1,417,163.1,58,98,36,70,2,4
"7132",2065,"bus",0,417,32.27,290,77,10,70,2,4
"7133",2065,"car",0,417,79.23,278,0,0,70,2,4
"7134",2066,"train",0,417,62.55,263,74,3,70,2,4
"7135",2066,"air",1,417,163.1,58,98,36,70,2,4
"7136",2066,"bus",0,417,32.27,290,77,10,70,2,4
"7137",2066,"car",0,417,79.23,278,0,0,70,2,4
"7138",2067,"train",0,417,62.55,263,74,3,70,2,4
"7139",2067,"air",1,417,163.1,58,98,36,70,2,4
"7140",2067,"bus",0,417,32.27,290,77,10,70,2,4
"7141",2067,"car",0,417,79.23,278,0,0,70,2,4
"7142",2068,"train",0,417,62.55,263,74,3,70,2,4
"7143",2068,"air",1,417,163.1,58,98,36,70,2,4
"7144",2068,"bus",0,417,32.27,290,77,10,70,2,4
"7145",2068,"car",0,417,79.23,278,0,0,70,2,4
"7146",2069,"train",0,417,62.55,263,74,3,70,2,4
"7147",2069,"air",1,417,163.1,58,98,36,70,2,4
"7148",2069,"bus",0,417,32.27,290,77,10,70,2,4
"7149",2069,"car",0,417,79.23,278,0,0,70,2,4
"7150",2070,"train",0,417,62.55,263,74,3,45,2,4
"7151",2070,"air",1,417,163.1,58,98,36,45,2,4
"7152",2070,"bus",0,417,32.27,290,77,10,45,2,4
"7153",2070,"car",0,417,79.23,278,0,0,45,2,4
"7154",2071,"train",0,417,62.55,263,74,3,70,2,4
"7155",2071,"air",1,417,163.1,58,98,36,70,2,4
"7156",2071,"bus",0,417,32.27,290,77,10,70,2,4
"7157",2071,"car",0,417,79.23,278,0,0,70,2,4
"7158",2072,"train",0,417,62.55,263,74,3,45,2,4
"7159",2072,"air",1,417,163.1,58,98,36,45,2,4
"7160",2072,"bus",0,417,32.27,290,77,10,45,2,4
"7161",2072,"car",0,417,79.23,278,0,0,45,2,4
"7162",2073,"train",0,417,62.55,263,74,3,45,2,4
"7163",2073,"air",1,417,163.1,58,98,36,45,2,4
"7164",2073,"bus",0,417,32.27,290,77,10,45,2,4
"7165",2073,"car",0,417,79.23,278,0,0,45,2,4
"7166",2074,"train",0,417,62.55,263,74,3,70,2,4
"7167",2074,"air",1,417,163.1,58,98,36,70,2,4
"7168",2074,"bus",0,417,32.27,290,77,10,70,2,4
"7169",2074,"car",0,417,79.23,278,0,0,70,2,4
"7170",2075,"train",0,417,62.55,263,74,3,55,2,4
"7171",2075,"air",1,417,163.1,58,98,36,55,2,4
"7172",2075,"bus",0,417,32.27,290,77,10,55,2,4
"7173",2075,"car",0,417,79.23,278,0,0,55,2,4
"7174",2076,"train",0,417,62.55,263,74,3,30,2,4
"7175",2076,"air",1,417,163.1,58,98,36,30,2,4
"7176",2076,"bus",0,417,32.27,290,77,10,30,2,4
"7177",2076,"car",0,417,79.23,278,0,0,30,2,4
"7178",2077,"train",0,417,62.55,263,74,3,70,2,4
"7179",2077,"air",1,417,163.1,58,98,36,70,2,4
"7180",2077,"bus",0,417,32.27,290,77,10,70,2,4
"7181",2077,"car",0,417,79.23,278,0,0,70,2,4
"7182",2078,"train",0,417,62.55,263,74,3,35,2,4
"7183",2078,"air",1,417,163.1,58,98,36,35,2,4
"7184",2078,"bus",0,417,32.27,290,77,10,35,2,4
"7185",2078,"car",0,417,79.23,278,0,0,35,2,4
"7186",2079,"train",0,417,62.55,263,74,3,70,2,4
"7187",2079,"air",1,417,163.1,58,98,36,70,2,4
"7188",2079,"bus",0,417,32.27,290,77,10,70,2,4
"7189",2079,"car",0,417,79.23,278,0,0,70,2,4
"7190",2080,"train",0,417,62.55,263,74,3,70,2,4
"7191",2080,"air",1,417,163.1,58,98,36,70,2,4
"7192",2080,"bus",0,417,32.27,290,77,10,70,2,4
"7193",2080,"car",0,417,79.23,278,0,0,70,2,4
"7194",2081,"train",0,417,62.55,263,74,3,70,2,4
"7195",2081,"air",1,417,163.1,58,98,36,70,2,4
"7196",2081,"bus",0,417,32.27,290,77,10,70,2,4
"7197",2081,"car",0,417,79.23,278,0,0,70,2,4
"7198",2082,"train",0,417,62.55,263,74,3,70,2,4
"7199",2082,"air",1,417,163.1,58,98,36,70,2,4
"7200",2082,"bus",0,417,32.27,290,77,10,70,2,4
"7201",2082,"car",0,417,79.23,278,0,0,70,2,4
"7202",2083,"train",0,417,62.55,263,74,3,70,2,4
"7203",2083,"air",1,417,163.1,58,98,36,70,2,4
"7204",2083,"bus",0,417,32.27,290,77,10,70,2,4
"7205",2083,"car",0,417,79.23,278,0,0,70,2,4
"7206",2084,"train",0,417,62.55,263,74,3,5,2,4
"7207",2084,"air",1,417,163.1,58,98,36,5,2,4
"7208",2084,"bus",0,417,32.27,290,77,10,5,2,4
"7209",2084,"car",0,417,79.23,278,0,0,5,2,4
"7210",2085,"train",0,417,62.55,263,74,3,70,2,4
"7211",2085,"air",1,417,163.1,58,98,36,70,2,4
"7212",2085,"bus",0,417,32.27,290,77,10,70,2,4
"7213",2085,"car",0,417,79.23,278,0,0,70,2,4
"7214",2086,"train",0,417,62.55,263,74,3,25,2,4
"7215",2086,"air",1,417,163.1,58,98,36,25,2,4
"7216",2086,"bus",0,417,32.27,290,77,10,25,2,4
"7217",2086,"car",0,417,79.23,278,0,0,25,2,4
"7218",2087,"train",0,417,62.55,263,74,3,70,2,4
"7219",2087,"air",1,417,163.1,58,98,36,70,2,4
"7220",2087,"bus",0,417,32.27,290,77,10,70,2,4
"7221",2087,"car",0,417,79.23,278,0,0,70,2,4
"7222",2088,"train",0,417,62.55,263,74,3,70,2,4
"7223",2088,"air",1,417,163.1,58,98,36,70,2,4
"7224",2088,"bus",0,417,32.27,290,77,10,70,2,4
"7225",2088,"car",0,417,79.23,278,0,0,70,2,4
"7226",2089,"train",0,417,62.55,263,74,3,55,2,4
"7227",2089,"air",1,417,163.1,58,98,36,55,2,4
"7228",2089,"bus",0,417,32.27,290,77,10,55,2,4
"7229",2089,"car",0,417,79.23,278,0,0,55,2,4
"7230",2090,"train",0,417,62.55,263,74,3,55,2,4
"7231",2090,"air",1,417,163.1,58,98,36,55,2,4
"7232",2090,"bus",0,417,32.27,290,77,10,55,2,4
"7233",2090,"car",0,417,79.23,278,0,0,55,2,4
"7234",2091,"train",0,417,62.55,263,74,3,70,2,4
"7235",2091,"air",1,417,163.1,58,98,36,70,2,4
"7236",2091,"bus",0,417,32.27,290,77,10,70,2,4
"7237",2091,"car",0,417,79.23,278,0,0,70,2,4
"7238",2092,"train",0,417,62.55,263,74,3,70,2,4
"7239",2092,"air",1,417,163.1,58,98,36,70,2,4
"7240",2092,"bus",0,417,32.27,290,77,10,70,2,4
"7241",2092,"car",0,417,79.23,278,0,0,70,2,4
"7242",2093,"train",0,417,62.55,263,74,3,70,2,4
"7243",2093,"air",1,417,163.1,58,98,36,70,2,4
"7244",2093,"bus",0,417,32.27,290,77,10,70,2,4
"7245",2093,"car",0,417,79.23,278,0,0,70,2,4
"7246",2094,"train",0,417,62.55,263,74,3,70,2,4
"7247",2094,"air",1,417,163.1,58,98,36,70,2,4
"7248",2094,"bus",0,417,32.27,290,77,10,70,2,4
"7249",2094,"car",0,417,79.23,278,0,0,70,2,4
"7250",2095,"train",0,417,62.55,263,74,3,55,2,4
"7251",2095,"air",1,417,163.1,58,98,36,55,2,4
"7252",2095,"bus",0,417,32.27,290,77,10,55,2,4
"7253",2095,"car",0,417,79.23,278,0,0,55,2,4
"7254",2096,"train",0,417,62.55,263,74,3,70,2,4
"7255",2096,"air",1,417,163.1,58,98,36,70,2,4
"7256",2096,"bus",0,417,32.27,290,77,10,70,2,4
"7257",2096,"car",0,417,79.23,278,0,0,70,2,4
"7258",2097,"train",0,417,62.55,263,74,3,70,2,4
"7259",2097,"air",1,417,163.1,58,98,36,70,2,4
"7260",2097,"bus",0,417,32.27,290,77,10,70,2,4
"7261",2097,"car",0,417,79.23,278,0,0,70,2,4
"7262",2098,"train",0,417,62.55,263,74,3,70,2,4
"7263",2098,"air",1,417,163.1,58,98,36,70,2,4
"7264",2098,"bus",0,417,32.27,290,77,10,70,2,4
"7265",2098,"car",0,417,79.23,278,0,0,70,2,4
"7266",2099,"train",0,417,62.55,263,74,3,70,2,4
"7267",2099,"air",1,417,163.1,58,98,36,70,2,4
"7268",2099,"bus",0,417,32.27,290,77,10,70,2,4
"7269",2099,"car",0,417,79.23,278,0,0,70,2,4
"7270",2100,"train",0,417,62.55,263,74,3,70,2,4
"7271",2100,"air",1,417,163.1,58,98,36,70,2,4
"7272",2100,"bus",0,417,32.27,290,77,10,70,2,4
"7273",2100,"car",0,417,79.23,278,0,0,70,2,4
"7274",2101,"train",0,417,62.55,263,74,3,70,2,4
"7275",2101,"air",1,417,163.1,58,98,36,70,2,4
"7276",2101,"bus",0,417,32.27,290,77,10,70,2,4
"7277",2101,"car",0,417,79.23,278,0,0,70,2,4
"7278",2102,"train",0,417,62.55,263,74,3,70,2,4
"7279",2102,"air",1,417,163.1,58,98,36,70,2,4
"7280",2102,"bus",0,417,32.27,290,77,10,70,2,4
"7281",2102,"car",0,417,79.23,278,0,0,70,2,4
"7282",2103,"train",0,417,62.55,263,74,3,45,2,4
"7283",2103,"air",1,417,163.1,58,98,36,45,2,4
"7284",2103,"bus",0,417,32.27,290,77,10,45,2,4
"7285",2103,"car",0,417,79.23,278,0,0,45,2,4
"7286",2104,"train",0,417,62.55,263,74,3,70,2,4
"7287",2104,"air",1,417,163.1,58,98,36,70,2,4
"7288",2104,"bus",0,417,32.27,290,77,10,70,2,4
"7289",2104,"car",0,417,79.23,278,0,0,70,2,4
"7290",2105,"train",0,417,62.55,263,74,3,70,2,4
"7291",2105,"air",1,417,163.1,58,98,36,70,2,4
"7292",2105,"bus",0,417,32.27,290,77,10,70,2,4
"7293",2105,"car",0,417,79.23,278,0,0,70,2,4
"7294",2106,"train",0,417,62.55,263,74,3,55,2,4
"7295",2106,"air",1,417,163.1,58,98,36,55,2,4
"7296",2106,"bus",0,417,32.27,290,77,10,55,2,4
"7297",2106,"car",0,417,79.23,278,0,0,55,2,4
"7298",2107,"train",0,417,62.55,263,74,3,55,2,4
"7299",2107,"air",1,417,163.1,58,98,36,55,2,4
"7300",2107,"bus",0,417,32.27,290,77,10,55,2,4
"7301",2107,"car",0,417,79.23,278,0,0,55,2,4
"7302",2108,"train",0,417,62.55,263,74,3,70,2,4
"7303",2108,"air",1,417,163.1,58,98,36,70,2,4
"7304",2108,"bus",0,417,32.27,290,77,10,70,2,4
"7305",2108,"car",0,417,79.23,278,0,0,70,2,4
"7306",2109,"train",0,417,62.55,263,74,3,70,2,4
"7307",2109,"air",1,417,163.1,58,98,36,70,2,4
"7308",2109,"bus",0,417,32.27,290,77,10,70,2,4
"7309",2109,"car",0,417,79.23,278,0,0,70,2,4
"7310",2110,"train",0,417,62.55,263,74,3,35,2,4
"7311",2110,"air",1,417,163.1,58,98,36,35,2,4
"7312",2110,"bus",0,417,32.27,290,77,10,35,2,4
"7313",2110,"car",0,417,79.23,278,0,0,35,2,4
"7314",2111,"train",0,417,62.55,263,74,3,70,2,4
"7315",2111,"air",1,417,163.1,58,98,36,70,2,4
"7316",2111,"bus",0,417,32.27,290,77,10,70,2,4
"7317",2111,"car",0,417,79.23,278,0,0,70,2,4
"7318",2112,"train",0,417,62.55,263,74,3,70,2,4
"7319",2112,"air",1,417,163.1,58,98,36,70,2,4
"7320",2112,"bus",0,417,32.27,290,77,10,70,2,4
"7321",2112,"car",0,417,79.23,278,0,0,70,2,4
"7322",2113,"train",0,417,62.55,263,74,3,70,2,4
"7323",2113,"air",1,417,163.1,58,98,36,70,2,4
"7324",2113,"bus",0,417,32.27,290,77,10,70,2,4
"7325",2113,"car",0,417,79.23,278,0,0,70,2,4
"7326",2114,"train",0,417,62.55,263,74,3,70,2,4
"7327",2114,"air",1,417,163.1,58,98,36,70,2,4
"7328",2114,"bus",0,417,32.27,290,77,10,70,2,4
