ID,choice,tt1,tc1,hw1,ch1,tt2,tc2,hw2,ch2,hh_inc_abs,car_availability,commute,shopping,business,leisure
15147,1,58,24,30,1,65,21,30,2,30000,1,0,0,0,1
15147,1,58,33,15,0,65,25,60,1,30000,1,0,0,0,1
15147,1,68,27,15,1,62,35,15,2,30000,1,0,0,0,1
15174,2,104,30,30,0,122,27,30,1,167500,0,0,0,0,1
15174,2,63,31,60,0,85,27,15,2,167500,0,0,0,0,1
15174,2,85,27,30,0,72,32,15,2,167500,0,0,0,0,1
15174,1,92,36,60,1,108,33,60,2,167500,0,0,0,0,1
15174,2,89,34,60,0,71,39,30,0,167500,0,0,0,0,1
15174,2,89,26,15,1,76,29,60,1,167500,0,0,0,0,1
15174,2,89,26,15,0,63,31,60,0,167500,0,0,0,0,1
15174,2,89,30,30,1,63,33,60,0,167500,0,0,0,0,1
15174,1,122,27,60,0,86,31,30,2,167500,0,0,0,0,1
15180,1,112,31,15,1,84,35,15,2,50000,0,0,0,0,1
15180,2,61,32,60,2,87,24,60,0,50000,0,0,0,0,1
15180,1,65,34,15,0,92,30,60,0,50000,0,0,0,0,1
15180,1,126,23,15,1,101,25,15,2,50000,0,0,0,0,1
15180,2,84,31,60,2,112,23,30,0,50000,0,0,0,0,1
15180,1,92,24,15,1,69,32,30,1,50000,0,0,0,0,1
15180,2,102,27,30,0,81,31,15,1,50000,0,0,0,0,1
15180,2,112,23,30,2,89,30,30,0,50000,0,0,0,0,1
15180,1,76,28,15,1,102,23,60,1,50000,0,0,0,0,1
15213,1,69,19,15,0,48,23,30,1,90000,0,0,0,1,0
15213,1,44,24,60,2,63,22,30,1,90000,0,0,0,1,0
15213,1,55,22,15,0,78,16,15,2,90000,0,0,0,1,0
15213,1,41,25,30,0,54,21,30,1,90000,0,0,0,1,0
15213,1,57,22,15,0,48,30,30,1,90000,0,0,0,1,0
15213,1,46,22,15,2,54,19,15,2,90000,0,0,0,1,0
15213,2,54,16,30,2,49,19,30,1,90000,0,0,0,1,0
15213,2,54,19,60,1,49,26,15,0,90000,0,0,0,1,0
15213,2,51,27,15,2,57,21,15,1,90000,0,0,0,1,0
15246,2,29,13,60,2,22,14,15,1,30000,0,0,0,1,0
15246,2,22,18,60,1,28,13,60,1,30000,0,0,0,1,0
15246,1,28,13,60,0,21,14,30,2,30000,0,0,0,1,0
15246,1,29,13,30,0,22,18,15,1,30000,0,0,0,1,0
15246,1,21,15,15,1,29,13,30,2,30000,0,0,0,1,0
15246,2,23,22,30,2,33,16,15,2,30000,0,0,0,1,0
15246,1,33,13,15,2,24,15,60,0,30000,0,0,0,1,0
15246,1,40,16,30,0,30,19,15,1,30000,0,0,0,1,0
15246,2,28,13,15,1,20,14,30,1,30000,0,0,0,1,0
15266,2,30,10,15,1,22,12,15,2,90000,0,0,0,0,1
15266,1,16,10,60,2,23,8,60,0,90000,0,0,0,0,1
15266,2,25,10,60,0,17,11,15,0,90000,0,0,0,0,1
15266,2,34,8,15,1,27,9,15,2,90000,0,0,0,0,1
15266,2,22,10,60,2,30,8,30,0,90000,0,0,0,0,1
15266,1,25,8,15,1,19,10,30,1,90000,0,0,0,0,1
15266,1,27,9,30,0,22,10,15,1,90000,0,0,0,0,1
15266,2,30,8,30,2,24,10,30,0,90000,0,0,0,0,1
15266,2,27,8,60,1,20,9,15,1,90000,0,0,0,0,1
15296,2,81,28,15,1,60,32,15,2,167500,1,0,0,0,1
15296,2,44,28,60,2,63,22,60,0,167500,1,0,0,0,1
15296,2,67,26,60,0,47,30,15,0,167500,1,0,0,0,1
15296,2,91,21,15,1,73,23,15,2,167500,1,0,0,0,1
15296,1,81,21,30,0,60,28,60,2,167500,1,0,0,0,1
15296,2,50,28,30,1,67,22,15,1,167500,1,0,0,0,1
15296,1,74,24,30,0,59,28,15,1,167500,1,0,0,0,1
15296,1,64,27,30,0,81,21,30,2,167500,1,0,0,0,1
15296,2,74,21,60,1,55,25,15,1,167500,1,0,0,0,1
15312,2,53,20,30,0,62,18,30,1,50000,1,0,0,0,1
15312,1,32,21,60,0,43,18,15,2,50000,1,0,0,0,1
15312,1,43,18,30,0,37,22,15,2,50000,1,0,0,0,1
15312,2,55,22,60,2,47,24,60,1,50000,1,0,0,0,1
15312,2,46,23,60,0,36,26,30,0,50000,1,0,0,0,1
15312,2,46,17,15,1,39,20,60,1,50000,1,0,0,0,1
15312,2,32,21,60,0,46,17,15,0,50000,1,0,0,0,1
15312,2,32,22,60,0,46,20,30,1,50000,1,0,0,0,1
15312,2,44,21,30,2,62,18,60,0,50000,1,0,0,0,1
15318,2,15,4,15,2,20,3,15,1,167500,1,1,0,0,0
15318,1,15,3,60,0,11,4,60,2,167500,1,1,0,0,0
15318,2,16,3,60,0,11,4,15,0,167500,1,1,0,0,0
15318,1,22,3,15,1,18,4,15,2,167500,1,1,0,0,0
15318,2,15,4,60,2,20,3,30,0,167500,1,1,0,0,0
15318,2,12,4,30,1,16,3,15,1,167500,1,1,0,0,0
15318,1,18,3,30,0,14,4,15,1,167500,1,1,0,0,0
15318,1,16,4,30,0,20,3,30,2,167500,1,1,0,0,0
15318,2,18,3,60,1,13,4,15,1,167500,1,1,0,0,0
15319,2,32,7,60,1,23,8,15,1,112500,0,1,0,0,0
15319,1,36,7,15,0,27,9,60,1,112500,0,1,0,0,0
15319,1,27,6,30,0,24,7,60,2,112500,0,1,0,0,0
15319,1,25,8,15,0,29,6,60,0,112500,0,1,0,0,0
15319,2,29,8,15,0,32,7,15,0,112500,0,1,0,0,0
15319,2,26,8,30,1,29,7,15,0,112500,0,1,0,0,0
15319,2,27,7,15,2,21,8,15,2,112500,0,1,0,0,0
15319,1,20,8,30,2,27,7,60,2,112500,0,1,0,0,0
15319,1,25,8,30,2,18,11,15,1,112500,0,1,0,0,0
15373,2,99,28,60,2,74,31,15,1,90000,1,0,0,0,1
15373,1,94,30,60,1,75,40,60,1,90000,1,0,0,0,1
15373,1,94,28,60,0,70,31,30,2,90000,1,0,0,0,1
15373,1,99,30,30,0,74,40,15,1,90000,1,0,0,0,1
15373,2,99,30,30,2,69,33,15,1,90000,1,0,0,0,1
15373,1,109,36,15,2,76,49,30,2,90000,1,0,0,0,1
15373,1,82,34,60,0,109,30,15,2,90000,1,0,0,0,1
15373,1,135,36,30,0,101,42,15,1,90000,1,0,0,0,1
15373,1,94,28,15,1,66,33,30,1,90000,1,0,0,0,1
15402,1,22,6,15,0,15,8,30,1,112500,0,0,1,0,0
15402,1,20,7,30,1,14,8,60,2,112500,0,0,1,0,0
15402,2,25,5,15,2,17,7,15,0,112500,0,0,1,0,0
15402,2,17,7,30,1,13,8,30,0,112500,0,0,1,0,0
15402,2,15,10,30,1,18,7,15,0,112500,0,0,1,0,0
15402,1,17,6,15,2,15,7,15,2,112500,0,0,1,0,0
15402,2,17,5,30,2,15,6,30,1,112500,0,0,1,0,0
15402,2,17,6,60,1,15,9,15,0,112500,0,0,1,0,0
15402,1,18,7,15,1,16,9,15,2,112500,0,0,1,0,0
15408,2,51,11,60,1,35,12,15,1,112500,1,1,0,0,0
15408,1,57,12,15,0,43,16,60,1,112500,1,1,0,0,0
15408,2,38,12,60,2,42,10,30,0,112500,1,1,0,0,0
15408,2,46,10,60,0,39,13,15,0,112500,1,1,0,0,0
15408,1,46,12,15,0,51,11,15,0,112500,1,1,0,0,0
15408,2,42,12,30,1,46,11,15,0,112500,1,1,0,0,0
15408,2,42,11,15,2,33,13,15,2,112500,1,1,0,0,0
15408,2,42,12,60,2,31,13,30,2,112500,1,1,0,0,0
15408,1,28,18,15,1,40,14,30,2,112500,1,1,0,0,0
15420,2,70,12,60,2,53,13,15,1,70000,0,0,0,0,1
15420,1,53,17,60,1,67,13,60,1,70000,0,0,0,0,1
15420,1,50,13,30,2,67,12,60,0,70000,0,0,0,0,1
15420,1,53,17,15,1,70,13,30,0,70000,0,0,0,0,1
15420,1,49,14,15,1,70,13,30,2,70000,0,0,0,0,1
15420,2,54,21,30,2,78,15,15,2,70000,0,0,0,0,1
15420,1,58,15,60,0,78,13,15,2,70000,0,0,0,0,1
15420,1,72,18,15,1,96,15,30,0,70000,0,0,0,0,1
15420,1,47,14,30,1,67,12,15,1,70000,0,0,0,0,1
15481,1,17,6,15,0,12,7,30,1,70000,1,0,0,0,1
15481,2,11,8,60,2,16,7,30,1,70000,1,0,0,0,1
15481,1,14,7,15,0,20,5,15,2,70000,1,0,0,0,1
15481,2,14,6,30,1,10,8,30,0,70000,1,0,0,0,1
15481,1,14,7,15,0,12,9,30,1,70000,1,0,0,0,1
15481,2,11,7,15,2,14,6,15,2,70000,1,0,0,0,1
15481,1,12,6,30,1,14,5,30,2,70000,1,0,0,0,1
15481,1,12,8,15,0,14,6,60,1,70000,1,0,0,0,1
15481,2,13,8,15,2,14,6,15,1,70000,1,0,0,0,1
15489,1,50,18,15,1,67,17,60,2,70000,1,0,0,0,1
15489,2,63,18,60,1,50,24,60,1,70000,1,0,0,0,1
15489,2,47,18,30,2,63,17,60,0,70000,1,0,0,0,1
15489,1,50,24,15,1,67,18,30,0,70000,1,0,0,0,1
15489,2,67,18,30,2,47,19,15,1,70000,1,0,0,0,1
15489,1,51,29,30,2,74,21,15,2,70000,1,0,0,0,1
15489,2,55,20,60,0,74,18,15,2,70000,1,0,0,0,1
15489,2,91,21,30,0,68,24,15,1,70000,1,0,0,0,1
15489,2,44,19,30,1,63,17,15,1,70000,1,0,0,0,1
15562,2,56,9,60,1,39,11,15,1,137500,0,1,0,0,0
15562,1,64,10,15,0,48,13,60,1,137500,0,1,0,0,0
15562,1,47,9,30,0,42,10,60,2,137500,0,1,0,0,0
15562,1,44,11,15,0,51,9,60,0,137500,0,1,0,0,0
15562,1,56,9,15,0,51,10,15,0,137500,0,1,0,0,0
15562,2,46,10,30,1,51,9,15,0,137500,0,1,0,0,0
15562,1,37,11,15,2,47,9,15,2,137500,0,1,0,0,0
15562,2,47,10,60,2,35,11,30,2,137500,0,1,0,0,0
15562,1,31,15,15,1,44,12,30,2,137500,0,1,0,0,0
15563,2,100,21,60,1,70,24,15,1,90000,1,0,0,1,0
15563,2,85,30,60,1,113,23,15,0,90000,1,0,0,1,0
15563,2,74,23,60,2,83,20,30,0,90000,1,0,0,1,0
15563,2,91,20,60,0,78,26,15,0,90000,1,0,0,1,0
15563,1,90,23,15,0,100,21,15,0,90000,1,0,0,1,0
15563,1,91,21,15,0,82,23,30,1,90000,1,0,0,1,0
15563,2,83,21,15,2,66,25,15,2,90000,1,0,0,1,0
15563,1,62,25,30,2,83,23,60,2,90000,1,0,0,1,0
15563,2,78,26,30,2,55,34,15,1,90000,1,0,0,1,0
15572,1,46,29,30,0,55,26,30,1,90000,0,1,0,0,0
15572,2,28,30,60,0,38,26,15,2,90000,0,1,0,0,0
15572,1,38,26,30,0,32,31,15,2,90000,0,1,0,0,0
15572,2,48,32,60,2,41,35,60,1,90000,0,1,0,0,0
15572,2,40,33,60,0,32,38,30,0,90000,0,1,0,0,0
15572,2,34,29,60,1,40,25,15,1,90000,0,1,0,0,0
15572,2,40,25,15,0,28,30,60,0,90000,0,1,0,0,0
15572,1,28,32,60,0,40,29,30,1,90000,0,1,0,0,0
15572,2,55,26,60,0,38,30,30,2,90000,0,1,0,0,0
15597,2,60,9,15,1,45,10,15,2,30000,0,0,0,0,1
15597,1,47,7,60,0,33,9,60,2,30000,0,0,0,0,1
15597,2,49,9,60,0,35,10,15,0,30000,0,0,0,0,1
15597,1,54,8,15,2,68,7,15,1,30000,0,0,0,0,1
15597,1,60,7,30,0,45,9,60,2,30000,0,0,0,0,1
15597,2,49,7,15,1,37,9,30,1,30000,0,0,0,0,1
15597,2,44,9,15,1,55,8,30,0,30000,0,0,0,0,1
15597,1,60,7,30,2,48,9,30,0,30000,0,0,0,0,1
15597,2,55,7,60,1,41,8,15,1,30000,0,0,0,0,1
15603,2,100,16,60,2,75,18,15,1,90000,0,0,0,0,1
15603,1,76,23,60,1,95,17,60,1,90000,0,0,0,0,1
15603,1,95,16,60,0,71,18,30,2,90000,0,0,0,0,1
15603,1,100,17,30,0,75,23,15,1,90000,0,0,0,0,1
15603,2,100,17,30,2,70,19,15,1,90000,0,0,0,0,1
15603,2,110,21,15,2,77,28,30,2,90000,0,0,0,0,1
15603,1,83,20,60,0,110,17,15,2,90000,0,0,0,0,1
15603,2,102,24,15,1,137,21,30,0,90000,0,0,0,0,1
15603,1,66,19,30,1,95,16,15,1,90000,0,0,0,0,1
15662,1,15,10,15,1,20,9,60,2,50000,1,0,0,0,1
15662,2,19,10,60,1,15,13,60,1,50000,1,0,0,0,1
15662,1,19,9,60,0,14,10,30,2,50000,1,0,0,0,1
15662,2,15,13,15,1,20,10,30,0,50000,1,0,0,0,1
15662,2,20,10,30,2,14,11,15,1,50000,1,0,0,0,1
15662,1,22,12,15,2,15,16,30,2,50000,1,0,0,0,1
15662,1,22,10,15,2,17,11,60,0,50000,1,0,0,0,1
15662,1,20,14,15,1,27,12,30,0,50000,1,0,0,0,1
15662,1,19,9,15,1,13,11,30,1,50000,1,0,0,0,1
15704,2,140,9,30,1,119,10,30,0,167500,1,0,0,1,0
15704,1,73,10,60,0,97,9,15,2,167500,1,0,0,1,0
15704,2,83,10,15,2,97,9,30,0,167500,1,0,0,1,0
15704,2,124,11,60,2,106,12,60,1,167500,1,0,0,1,0
15704,1,82,13,30,0,103,11,60,0,167500,1,0,0,1,0
15704,1,103,8,15,1,87,10,60,1,167500,1,0,0,1,0
15704,2,103,8,15,0,72,10,60,0,167500,1,0,0,1,0
15704,2,103,10,30,1,72,11,60,0,167500,1,0,0,1,0
15704,1,98,10,30,2,140,9,60,0,167500,1,0,0,1,0
15707,1,38,12,15,1,50,11,60,2,137500,1,1,0,0,0
15707,2,48,11,60,1,38,15,60,1,137500,1,1,0,0,0
15707,1,36,12,30,2,48,11,60,0,137500,1,1,0,0,0
15707,2,50,11,30,0,38,15,15,1,137500,1,1,0,0,0
15707,1,35,12,15,1,50,11,30,2,137500,1,1,0,0,0
15707,2,56,14,15,2,39,18,30,2,137500,1,1,0,0,0
15707,1,42,13,60,0,56,11,15,2,137500,1,1,0,0,0
15707,1,69,14,30,0,52,16,15,1,137500,1,1,0,0,0
15707,2,48,11,15,1,33,12,30,1,137500,1,1,0,0,0
15780,1,70,17,30,0,82,15,30,1,90000,1,1,0,0,0
15780,2,57,15,15,2,43,17,60,0,90000,1,1,0,0,0
15780,2,48,18,15,2,57,15,30,0,90000,1,1,0,0,0
15780,1,72,18,60,2,62,20,60,1,90000,1,1,0,0,0
15780,1,60,19,60,0,48,22,30,0,90000,1,1,0,0,0
15780,1,60,14,15,1,51,17,60,1,90000,1,1,0,0,0
15780,1,60,14,15,0,42,17,60,0,90000,1,1,0,0,0
15780,2,60,17,30,1,42,18,60,0,90000,1,1,0,0,0
15780,2,82,15,60,0,57,17,30,2,90000,1,1,0,0,0
15792,1,4,2,15,1,6,1,60,1,30000,0,0,0,0,1
15792,1,7,1,15,0,5,2,60,1,30000,0,0,0,0,1
15792,1,5,1,30,0,4,2,60,2,30000,0,0,0,0,1
15792,2,5,1,60,0,4,2,15,0,30000,0,0,0,0,1
15792,1,6,1,15,0,5,2,15,0,30000,0,0,0,0,1
15792,2,4,2,30,1,5,1,15,0,30000,0,0,0,0,1
15792,1,5,1,15,2,4,2,15,2,30000,0,0,0,0,1
15792,1,4,2,30,2,5,1,60,2,30000,0,0,0,0,1
15792,2,5,1,30,2,3,2,15,1,30000,0,0,0,0,1
15805,2,95,50,15,2,127,43,15,1,10000,0,0,0,0,1
15805,1,69,45,60,2,99,34,60,0,10000,0,0,0,0,1
15805,2,105,42,60,0,73,48,15,0,10000,0,0,0,0,1
15805,2,143,32,15,1,114,36,15,2,10000,0,0,0,0,1
15805,2,95,44,60,2,127,32,30,0,10000,0,0,0,0,1
15805,2,78,45,30,1,105,34,15,1,10000,0,0,0,0,1
15805,2,92,44,15,1,115,38,30,0,10000,0,0,0,0,1
15805,1,101,42,30,0,127,32,30,2,10000,0,0,0,0,1
15805,1,87,39,15,1,115,32,60,1,10000,0,0,0,0,1
15814,2,54,24,30,1,77,20,15,0,90000,0,0,0,0,1
15814,2,49,25,60,2,70,23,30,1,90000,0,0,0,0,1
15814,2,87,17,15,2,61,23,15,0,90000,0,0,0,0,1
15814,2,45,26,30,0,60,22,30,1,90000,0,0,0,0,1
15814,2,54,31,30,1,64,23,15,0,90000,0,0,0,0,1
15814,1,60,20,15,2,51,23,15,2,90000,0,0,0,0,1
15814,1,60,17,30,2,54,20,30,1,90000,0,0,0,0,1
15814,1,60,20,60,1,54,27,15,0,90000,0,0,0,0,1
15814,1,64,22,15,1,57,28,15,2,90000,0,0,0,0,1
15827,2,46,6,30,1,39,7,30,0,90000,0,0,0,0,1
15827,1,24,7,60,0,32,6,15,2,90000,0,0,0,0,1
15827,1,32,6,30,0,27,7,15,2,90000,0,0,0,0,1
15827,1,34,8,60,1,40,7,60,2,90000,0,0,0,0,1
15827,1,27,9,30,0,33,8,60,0,90000,0,0,0,0,1
15827,1,28,7,60,1,33,6,15,1,90000,0,0,0,0,1
15827,2,23,7,60,0,33,6,15,0,90000,0,0,0,0,1
15827,2,33,7,30,1,23,8,60,0,90000,0,0,0,0,1
15827,2,32,7,30,2,46,6,60,0,90000,0,0,0,0,1
15904,1,13,4,15,1,18,3,60,1,50000,0,1,0,0,0
15904,1,21,3,15,0,16,4,60,1,50000,0,1,0,0,0
15904,2,14,4,60,2,15,3,30,0,50000,0,1,0,0,0
15904,2,17,3,60,0,14,4,15,0,50000,0,1,0,0,0
15904,1,18,3,15,0,17,4,15,0,50000,0,1,0,0,0
15904,2,15,4,30,1,17,3,15,0,50000,0,1,0,0,0
15904,2,12,4,15,2,15,3,15,2,50000,0,1,0,0,0
15904,1,15,3,60,2,11,4,30,2,50000,0,1,0,0,0
15904,2,14,3,30,2,10,4,15,1,50000,0,1,0,0,0
15948,1,40,8,15,1,53,7,60,2,167500,1,0,0,0,1
15948,1,40,10,60,1,50,8,60,1,167500,1,0,0,0,1
15948,2,50,7,60,0,38,8,30,2,167500,1,0,0,0,1
15948,2,53,8,30,0,40,10,15,1,167500,1,0,0,0,1
15948,2,53,8,30,2,37,9,15,1,167500,1,0,0,0,1
15948,2,41,13,30,2,59,9,15,2,167500,1,0,0,0,1
15948,1,59,8,15,2,44,9,60,0,167500,1,0,0,0,1
15948,1,55,11,15,1,73,9,30,0,167500,1,0,0,0,1
15948,2,35,8,30,1,50,7,15,1,167500,1,0,0,0,1
15970,2,52,7,60,2,39,8,15,1,30000,1,0,0,0,1
15970,1,50,7,60,1,40,10,60,1,30000,1,0,0,0,1
15970,1,37,8,30,2,50,7,60,0,30000,1,0,0,0,1
15970,1,52,7,30,0,39,10,15,1,30000,1,0,0,0,1
15970,2,52,7,30,2,37,8,15,1,30000,1,0,0,0,1
15970,1,58,9,15,2,40,12,30,2,30000,1,0,0,0,1
15970,2,58,7,15,2,43,8,60,0,30000,1,0,0,0,1
15970,2,72,9,30,0,54,10,15,1,30000,1,0,0,0,1
15970,1,35,8,30,1,50,7,15,1,30000,1,0,0,0,1
15978,1,33,18,15,1,44,16,60,2,112500,1,0,0,1,0
15978,2,41,17,60,1,33,23,60,1,112500,1,0,0,1,0
15978,2,41,16,60,0,31,18,30,2,112500,1,0,0,1,0
15978,1,33,23,15,1,44,17,30,0,112500,1,0,0,1,0
15978,1,31,19,15,1,44,17,30,2,112500,1,0,0,1,0
15978,1,34,28,30,2,48,21,15,2,112500,1,0,0,1,0
15978,1,48,17,15,2,36,20,60,0,112500,1,0,0,1,0
15978,1,45,24,15,1,60,21,30,0,112500,1,0,0,1,0
15978,2,41,16,15,1,29,19,30,1,112500,1,0,0,1,0
15982,2,7,10,15,2,9,8,15,1,90000,0,0,0,0,1
15982,2,5,9,60,2,7,7,60,0,90000,0,0,0,0,1
15982,1,8,8,60,0,5,9,15,0,90000,0,0,0,0,1
15982,1,10,6,15,1,8,7,15,2,90000,0,0,0,0,1
15982,1,9,6,30,0,7,9,60,2,90000,0,0,0,0,1
15982,1,8,7,15,1,6,9,30,1,90000,0,0,0,0,1
15982,1,8,7,30,0,7,8,15,1,90000,0,0,0,0,1
15982,1,7,8,30,0,9,6,30,2,90000,0,0,0,0,1
15982,2,6,8,15,1,8,6,60,1,90000,0,0,0,0,1
16020,2,203,29,30,1,172,31,30,0,167500,1,0,0,0,1
16020,2,105,33,60,0,140,29,15,2,167500,1,0,0,0,1
16020,1,119,34,15,2,140,29,30,0,167500,1,0,0,0,1
16020,2,179,35,60,2,152,38,60,1,167500,1,0,0,0,1
16020,1,119,42,30,0,148,36,60,0,167500,1,0,0,0,1
16020,1,148,27,15,1,126,31,60,1,167500,1,0,0,0,1
16020,2,104,33,60,0,148,27,15,0,167500,1,0,0,0,1
16020,2,104,35,60,0,148,32,30,1,167500,1,0,0,0,1
16020,1,142,33,30,2,203,29,60,0,167500,1,0,0,0,1
16060,1,110,47,15,1,158,41,60,1,70000,0,0,0,0,1
16060,2,134,59,60,1,178,45,15,0,70000,0,0,0,0,1
16060,1,130,39,30,0,117,45,60,2,70000,0,0,0,0,1
16060,1,144,39,60,0,122,50,15,0,70000,0,0,0,0,1
16060,2,142,45,15,0,158,41,15,0,70000,0,0,0,0,1
16060,2,129,45,30,1,144,41,15,0,70000,0,0,0,0,1
16060,2,104,49,15,2,130,41,15,2,70000,0,0,0,0,1
16060,2,130,45,60,2,98,50,30,2,70000,0,0,0,0,1
16060,1,86,67,15,1,123,52,30,2,70000,0,0,0,0,1
16090,1,5,1,15,1,3,2,15,2,90000,1,1,0,0,0
16090,2,3,2,60,2,4,1,60,0,90000,1,1,0,0,0
16090,2,4,1,60,0,3,2,15,0,90000,1,1,0,0,0
16090,2,4,2,15,2,5,1,15,1,90000,1,1,0,0,0
16090,2,3,2,60,2,5,1,30,0,90000,1,1,0,0,0
16090,1,4,1,15,1,3,2,30,1,90000,1,1,0,0,0
16090,1,4,1,30,0,3,2,15,1,90000,1,1,0,0,0
16090,2,5,1,30,2,4,2,30,0,90000,1,1,0,0,0
16090,2,4,1,60,1,3,2,15,1,90000,1,1,0,0,0
16101,2,27,13,60,2,20,14,15,1,167500,1,1,0,0,0
16101,1,25,13,60,1,20,18,60,1,167500,1,1,0,0,0
16101,2,19,14,30,2,25,13,60,0,167500,1,1,0,0,0
16101,2,20,18,15,1,27,13,30,0,167500,1,1,0,0,0
16101,1,19,15,15,1,27,13,30,2,167500,1,1,0,0,0
16101,1,29,16,15,2,21,22,30,2,167500,1,1,0,0,0
16101,1,22,15,60,0,29,13,15,2,167500,1,1,0,0,0
16101,1,36,16,30,0,27,19,15,1,167500,1,1,0,0,0
16101,2,18,14,30,1,25,13,15,1,167500,1,1,0,0,0
16102,2,35,4,30,1,30,5,30,0,90000,1,1,0,0,0
16102,2,24,4,15,2,18,5,60,0,90000,1,1,0,0,0
16102,2,21,5,15,2,24,4,30,0,90000,1,1,0,0,0
16102,2,31,4,60,2,26,5,60,1,90000,1,1,0,0,0
16102,1,21,5,30,0,26,4,60,0,90000,1,1,0,0,0
16102,2,22,4,60,1,26,3,15,1,90000,1,1,0,0,0
16102,1,26,3,15,0,18,4,60,0,90000,1,1,0,0,0
16102,2,18,5,60,0,26,4,30,1,90000,1,1,0,0,0
16102,1,35,4,60,0,25,5,30,2,90000,1,1,0,0,0
16106,2,12,3,30,0,14,2,30,1,50000,0,0,0,0,1
16106,1,10,2,15,2,7,3,60,0,50000,0,0,0,0,1
16106,2,8,3,15,2,10,2,30,0,50000,0,0,0,0,1
16106,2,11,4,60,1,13,3,60,2,50000,0,0,0,0,1
16106,2,8,4,30,0,10,3,60,0,50000,0,0,0,0,1
16106,2,9,3,60,1,10,2,15,1,50000,0,0,0,0,1
16106,2,7,3,60,0,10,2,15,0,50000,0,0,0,0,1
16106,2,7,3,60,0,10,2,30,1,50000,0,0,0,0,1
16106,2,10,3,30,2,14,2,60,0,50000,0,0,0,0,1
16116,1,15,7,15,1,22,6,60,1,137500,1,0,0,0,1
16116,1,25,7,15,0,19,9,60,1,137500,1,0,0,0,1
16116,2,16,7,60,2,18,6,30,0,137500,1,0,0,0,1
16116,1,17,8,15,0,20,6,60,0,137500,1,0,0,0,1
16116,2,20,7,15,0,22,6,15,0,137500,1,0,0,0,1
16116,1,20,6,15,0,18,7,30,1,137500,1,0,0,0,1
16116,1,14,8,15,2,18,6,15,2,137500,1,0,0,0,1
16116,2,18,7,60,2,14,8,30,2,137500,1,0,0,0,1
16116,2,17,8,30,2,12,11,15,1,137500,1,0,0,0,1
16117,1,130,188,15,1,185,163,60,1,112500,0,0,0,0,1
16117,1,209,181,15,0,157,235,60,1,112500,0,0,0,0,1
16117,1,153,155,30,0,138,178,60,2,112500,0,0,0,0,1
16117,2,144,201,15,0,169,155,60,0,112500,0,0,0,0,1
16117,1,185,163,15,0,167,180,15,0,112500,0,0,0,0,1
16117,2,152,180,30,1,169,163,15,0,112500,0,0,0,0,1
16117,2,153,163,15,2,122,196,15,2,112500,0,0,0,0,1
16117,2,153,181,60,2,115,199,30,2,112500,0,0,0,0,1
16117,2,145,206,30,2,101,268,15,1,112500,0,0,0,0,1
16169,1,6,8,30,1,8,6,15,0,30000,0,0,1,0,0
16169,2,5,8,60,2,7,7,30,1,30000,0,0,1,0,0
16169,2,9,5,15,2,6,7,15,0,30000,0,0,1,0,0
16169,1,6,7,30,1,5,8,30,0,30000,0,0,1,0,0
16169,1,7,7,15,0,6,10,30,1,30000,0,0,1,0,0
16169,1,5,7,15,2,6,6,15,2,30000,0,0,1,0,0
16169,1,5,6,30,1,6,5,30,2,30000,0,0,1,0,0
16169,1,5,9,15,0,6,6,60,1,30000,0,0,1,0,0
16169,1,7,7,15,1,6,9,15,2,30000,0,0,1,0,0
16176,2,32,15,15,2,43,13,15,1,167500,0,1,0,0,0
16176,2,23,14,60,2,33,10,60,0,167500,0,1,0,0,0
16176,2,35,13,60,0,25,15,15,0,167500,0,1,0,0,0
16176,2,38,11,15,2,48,10,15,1,167500,0,1,0,0,0
16176,2,32,13,60,2,43,10,30,0,167500,0,1,0,0,0
16176,1,26,14,30,1,35,10,15,1,167500,0,1,0,0,0
16176,2,39,12,30,0,31,13,15,1,167500,0,1,0,0,0
16176,2,43,10,30,2,34,13,30,0,167500,0,1,0,0,0
16176,1,29,12,15,1,39,10,60,1,167500,0,1,0,0,0
16178,1,114,59,30,1,162,49,15,0,10000,1,0,0,0,1
16178,1,148,56,30,1,104,62,60,2,10000,1,0,0,0,1
16178,2,183,42,15,2,128,57,15,0,10000,1,0,0,0,1
16178,1,127,54,30,1,95,65,30,0,10000,1,0,0,0,1
16178,2,134,56,15,0,114,76,30,1,10000,1,0,0,0,1
16178,2,108,57,15,2,127,49,15,2,10000,1,0,0,0,1
16178,1,114,49,30,1,127,42,30,2,10000,1,0,0,0,1
16178,2,114,67,15,0,127,49,60,1,10000,1,0,0,0,1
16178,2,121,70,15,2,134,54,15,1,10000,1,0,0,0,1
16184,2,129,78,15,0,90,94,30,1,50000,1,0,0,1,0
16184,2,82,98,60,2,118,89,30,1,50000,1,0,0,1,0
16184,2,102,90,15,0,146,67,15,2,50000,1,0,0,1,0
16184,2,76,103,30,0,101,85,30,1,50000,1,0,0,1,0
16184,2,90,120,30,1,106,89,15,0,50000,1,0,0,1,0
16184,2,86,90,15,2,101,78,15,2,50000,1,0,0,1,0
16184,1,101,67,30,2,91,77,30,1,50000,1,0,0,1,0
16184,2,101,78,60,1,91,105,15,0,50000,1,0,0,1,0
16184,2,96,111,15,2,106,85,15,1,50000,1,0,0,1,0
16188,2,18,2,60,1,13,3,15,1,30000,0,1,0,0,0
